Date;LV ActivePower;Wind Speed;Theoretical_Power_Curve;Wind Direction
24 03 2018 17:50;526.7886963;5.8495541;575.4039497;192.8518982
24 03 2018 18:00;470.6983032;5.7750568;551.7161657;192.9353027
24 03 2018 18:10;434.8724976;5.6220140;504.7939400;194.9360962
24 03 2018 18:20;372.2782898;5.0386820;345.5596484;207.4797058
24 03 2018 18:30;723.8936157;6.1300120;668.7319997;206.9571991
24 03 2018 18:40;1086.3869629;7.2347040;1125.2428435;208.0137024
24 03 2018 18:50;915.5828857;7.0185080;1024.3422002;208.8751068
24 03 2018 19:00;537.1589966;6.0189090;630.3880909;202.0319061
24 03 2018 19:10;537.3485718;6.0117049;627.9473696;203.4974060
24 03 2018 19:20;326.8351135;5.1960058;385.6518114;200.9120026
24 03 2018 19:30;358.8750000;5.2506781;400.0548458;198.3439026
24 03 2018 19:40;350.0958862;5.2455502;398.6933408;198.9010925
24 03 2018 19:50;492.8872986;6.1087780;661.3017562;195.0527039
24 03 2018 20:00;416.9790039;5.8253822;567.6559428;193.8605957
24 03 2018 20:10;414.2101135;5.8298340;569.0783927;193.4544983
24 03 2018 20:20;314.2362061;5.1994500;386.5518485;202.4747009
24 03 2018 20:30;274.2184143;5.0648489;352.0920841;192.7131042
24 03 2018 20:40;174.0433044;4.4821239;218.2254800;188.7528992
24 03 2018 20:50;209.0852966;4.7146559;268.8701796;189.3905945
24 03 2018 21:00;175.3459930;4.5070839;223.5006280;191.4440002
24 03 2018 21:10;182.9270020;4.5006819;222.1440443;193.2071075
24 03 2018 21:20;44.6131706;3.6102400;65.3191064;191.3916931
24 03 2018 21:30;3.8849039;2.9845810;0.0000000;175.8675995
24 03 2018 21:40;0.0000000;3.1534600;22.7947192;176.4759064
24 03 2018 21:50;49.9260292;4.1254988;146.6578960;175.1900940
24 03 2018 22:00;119.9740982;4.3119240;183.2160725;160.8784943
24 03 2018 22:10;186.9933929;4.5388770;230.2743057;159.7171021
24 03 2018 22:20;218.2940063;4.7835960;284.5618819;166.4929962
24 03 2018 22:30;325.0551147;5.4420962;452.4960503;165.4391022
24 03 2018 22:40;776.4843750;6.5406561;821.9859777;164.9418945
24 03 2018 22:50;1091.2500000;7.0823689;1053.5032505;176.1824036
24 03 2018 23:00;795.4495850;6.4214430;775.6033661;169.1372070
24 03 2018 23:10;749.4011841;6.2293658;704.1388660;187.1746063
24 03 2018 23:20;494.2561951;5.7188082;534.2022405;200.3139954
24 03 2018 23:30;316.9610901;5.1083999;363.0831720;201.4974060
24 03 2018 23:40;573.4415894;5.9521198;608.9563542;200.7633972
24 03 2018 23:50;871.6090698;6.6543722;867.7114500;198.0722961
25 03 2018 00:00;904.6779175;6.6497078;865.8069766;190.9889984
25 03 2018 00:10;733.2177734;6.3867288;762.3911048;200.1875000
25 03 2018 00:20;585.0908813;6.0531878;642.0777238;198.9709015
25 03 2018 00:30;470.1029053;5.6950412;526.8964746;203.5308075
25 03 2018 00:40;378.8901978;5.3123479;416.6030411;210.3273926
25 03 2018 00:50;302.7345886;4.9790668;330.8736226;217.2689972
25 03 2018 01:00;348.0033875;5.2477121;399.2670966;224.9064941
25 03 2018 01:10;480.9320068;5.7138729;532.6805969;212.7198029
25 03 2018 01:20;585.9113159;6.0720601;648.5670597;188.7328949
25 03 2018 01:30;346.5368042;5.2090521;389.0662260;180.9553070
25 03 2018 01:40;241.0991974;4.8083949;290.2861770;170.8352051
25 03 2018 01:50;389.9177856;5.4617858;458.0737823;169.4833984
25 03 2018 02:00;617.4730225;6.1098242;661.6667087;181.9864044
25 03 2018 02:10;822.2725830;6.5460038;824.1036300;192.9709930
25 03 2018 02:20;605.6287231;6.0819392;651.9792229;200.7886047
25 03 2018 02:30;313.5780945;5.0353842;344.7401326;196.0301971
25 03 2018 02:40;419.3469849;5.7424831;541.5353171;200.3191071
25 03 2018 02:50;542.1453247;6.2185359;700.2280334;200.8446045
25 03 2018 03:00;410.4602966;5.6996908;528.3213531;198.6408997
25 03 2018 03:10;428.3482056;5.9125500;595.8810298;186.8383942
25 03 2018 03:20;455.2977905;5.9148550;596.6381586;183.4394073
25 03 2018 03:30;431.8432922;5.7967072;558.5420330;184.5065002
25 03 2018 03:40;332.4403992;5.3484540;426.4429042;186.2187958
25 03 2018 03:50;241.6065979;4.8358269;296.6683412;195.2068939
25 03 2018 04:00;160.3468933;4.4600129;213.5834138;207.4179993
25 03 2018 04:10;94.5691605;4.0317721;128.9213849;218.3587952
25 03 2018 04:20;24.3453197;3.3709249;38.8764239;223.8912048
25 03 2018 04:30;6.1825418;3.0831120;19.2121924;230.9331970
25 03 2018 04:40;0.0000000;2.9195850;0.0000000;243.2521057
25 03 2018 04:50;0.0000000;3.2385559;28.1865028;209.2704010
25 03 2018 05:00;177.3804016;4.5275469;227.8533207;199.1938019
25 03 2018 05:10;149.6264954;4.1468468;150.7557494;200.2378998
25 03 2018 05:20;161.2572021;4.4143848;204.0944193;199.5579071
25 03 2018 05:30;193.9445038;4.5974789;242.9226892;198.2545929
25 03 2018 05:40;211.8238068;4.5182819;225.8794277;195.5684967
25 03 2018 05:50;110.1719971;3.8330669;98.1781843;199.4450989
25 03 2018 06:00;2.7522731;2.5388939;0.0000000;195.2198029
25 03 2018 06:10;3.4688711;2.5861290;0.0000000;192.5554047
25 03 2018 06:20;21.5484695;3.2006390;25.6409293;175.8076019
25 03 2018 06:30;67.3652573;3.6178069;66.3046516;171.4794006
25 03 2018 06:40;11.1594601;2.7692709;0.0000000;182.5088043
25 03 2018 06:50;0.0000000;2.0999911;0.0000000;181.4425964
25 03 2018 07:00;3.2241311;3.2152510;26.5946694;197.0771942
25 03 2018 07:10;10.2361498;2.8296890;0.0000000;181.6385956
25 03 2018 07:20;213.7814026;4.2824588;177.3184123;166.7021027
25 03 2018 07:30;622.1027832;6.0527868;641.9402436;172.5906067
25 03 2018 07:40;377.2066956;4.9484892;323.4452049;183.0377045
25 03 2018 07:50;609.4467163;5.6927552;526.1967237;176.3159027
25 03 2018 08:00;602.6099854;5.8591690;578.5026471;174.3347931
25 03 2018 08:10;473.2719116;5.3170719;417.8840554;177.8110046
25 03 2018 08:20;258.4046021;4.5042191;222.8932658;183.1387024
25 03 2018 08:30;195.9062958;4.3098922;182.8078981;185.8498993
25 03 2018 08:40;521.6798706;5.6462760;512.0797599;174.7996979
25 03 2018 08:50;418.9804077;5.1173878;365.3701526;176.3513947
25 03 2018 09:00;464.9129944;5.5509582;483.7790794;173.6710968
25 03 2018 09:10;713.8206177;5.8480392;574.9165957;181.3404999
25 03 2018 09:20;555.7941284;5.9761410;616.9750106;180.9340973
25 03 2018 09:30;643.7965698;5.8434329;573.4361985;190.2048035
25 03 2018 09:40;543.9091187;5.6507950;513.4430767;194.3506927
25 03 2018 09:50;443.2611084;5.3968129;439.8002397;180.6697998
25 03 2018 10:00;303.6718140;4.6981611;265.1632657;182.2433929
25 03 2018 10:10;721.1774292;6.1546931;677.4290089;184.8164978
25 03 2018 10:20;672.3245239;5.7790861;552.9829188;198.8815002
25 03 2018 10:30;883.8956909;6.4704318;794.4733903;196.0924072
25 03 2018 10:40;782.7280273;6.1818180;687.0623035;200.5444946
25 03 2018 10:50;954.8358154;6.8000288;928.4530123;207.0534058
25 03 2018 11:00;595.8837280;5.8451991;574.0035789;195.7337952
25 03 2018 11:10;645.0567017;5.9619951;612.2454297;198.6298981
25 03 2018 11:20;808.5208740;6.3271360;740.0161723;207.5924072
25 03 2018 11:30;1679.1600342;8.2997608;1706.0430622;212.0229950
25 03 2018 11:40;856.9476929;6.5828619;838.7863775;214.3271027
25 03 2018 11:50;613.2918701;5.7114391;531.9311000;221.8583984
25 03 2018 12:00;212.6996002;4.4921818;220.3466779;229.1199036
25 03 2018 12:10;402.9128113;5.3104901;416.0997989;221.3545074
25 03 2018 12:20;313.3544006;4.8038502;289.2339197;217.0709076
25 03 2018 12:30;371.3890991;5.0197730;340.8720697;217.0641022
25 03 2018 12:40;692.1646729;6.1950169;691.7783108;218.4371948
25 03 2018 12:50;962.7059937;6.6607580;870.3228063;227.7682037
25 03 2018 13:00;546.1763916;5.6393142;509.9833350;228.3583984
25 03 2018 13:10;2128.9230957;8.9543533;2114.6069265;220.9584045
25 03 2018 13:20;2580.1669922;10.0230904;2806.3755729;208.4132996
25 03 2018 13:30;1593.4499512;8.0019131;1531.0924297;205.9264984
25 03 2018 13:40;1657.9300537;8.1811037;1635.3497648;209.0090027
25 03 2018 13:50;1517.7979736;8.1001453;1587.8567541;212.0814056
25 03 2018 14:00;1006.4520264;7.1296148;1075.4199874;208.3054962
25 03 2018 14:10;861.6859131;6.8114390;933.3167695;197.9716034
25 03 2018 14:20;345.2026978;4.9584308;325.8527019;192.9272003
25 03 2018 14:30;88.1346588;3.5711970;60.3795891;201.6862946
25 03 2018 14:40;255.4429932;4.8288789;295.0468522;209.4501953
25 03 2018 14:50;342.9136963;5.1978579;386.1356640;206.9893951
25 03 2018 15:00;352.4489136;5.3646441;430.8919238;207.4568939
25 03 2018 15:10;276.7637024;4.9925342;334.1676070;206.3155975
25 03 2018 15:20;204.9490051;4.5263920;227.6069852;210.4604950
25 03 2018 15:30;247.4763031;4.8126531;291.2733912;214.8795013
25 03 2018 15:40;322.2026978;5.0635662;351.7706252;210.1636047
25 03 2018 15:50;712.7584229;6.3547640;750.3415107;217.8009949
25 03 2018 16:00;805.7359009;6.8181820;936.1983530;212.9924927
25 03 2018 16:10;750.2020874;6.1270661;667.6982874;196.9485016
25 03 2018 16:20;1688.7419434;8.4816856;1816.7119919;205.6739044
25 03 2018 16:30;1078.8730469;7.1819830;1100.0602732;215.1405945
25 03 2018 16:40;596.4981079;6.0100169;627.3762797;226.6446991
25 03 2018 16:50;238.8253021;4.5486531;232.3695513;233.0310059
25 03 2018 17:00;232.8314972;4.6422868;252.7397398;225.9765015
25 03 2018 17:10;1536.0069580;8.2755766;1691.5342581;214.3190002
25 03 2018 17:20;1424.7380371;8.2564917;1680.1202813;209.3121033
25 03 2018 17:30;891.9290161;6.9205132;980.6043567;207.2727051
25 03 2018 17:40;694.2542725;6.3318529;741.7731433;205.5099945
25 03 2018 17:50;1443.8339844;7.8953142;1470.6294338;200.0198975
25 03 2018 18:00;2139.6799316;9.1494389;2240.7394929;196.2503967
25 03 2018 18:10;2780.8969727;10.3967304;3015.1066716;198.0283966
25 03 2018 18:20;2808.5859375;10.5454197;3087.1694585;202.3623047
25 03 2018 18:30;2613.2199707;10.3815804;3007.4258019;203.5482025
25 03 2018 18:40;2581.5900879;10.3198004;2975.4407874;201.6571960
25 03 2018 18:50;2146.9160156;9.3180151;2350.6828264;200.6947021
25 03 2018 19:00;2386.6530762;9.6611586;2562.7678565;204.1269073
25 03 2018 19:10;2617.0100098;10.0245600;2807.2784013;203.3645935
25 03 2018 19:20;2669.7609863;10.2057800;2913.5542688;200.1560974
25 03 2018 19:30;2705.8430176;10.3813801;3007.3238407;198.7109985
25 03 2018 19:40;3060.2648926;11.0302000;3283.0007674;197.6336975
25 03 2018 19:50;3577.8029785;12.7351904;3592.5441766;201.6988068
25 03 2018 20:00;3601.4770508;13.0427799;3600.0000000;201.8054962
25 03 2018 20:10;3571.5119629;12.5736198;3584.2227435;200.5836945
25 03 2018 20:20;3540.5429688;12.3596697;3567.1221442;197.8426971
25 03 2018 20:30;3603.9050293;13.0612097;3600.0000000;197.6553040
25 03 2018 20:40;3556.3520508;12.7486095;3593.0616402;197.0175018
25 03 2018 20:50;3501.0270996;11.4388905;3406.3496683;196.0485992
25 03 2018 21:00;3439.3168945;12.6241798;3587.2447616;197.5744934
25 03 2018 21:10;3584.7329102;12.7665195;3593.7112124;188.5605011
25 03 2018 21:20;3547.8520508;12.3142996;3562.5806582;189.0128937
25 03 2018 21:30;3557.9189453;12.6082802;3586.3357688;184.7942047
25 03 2018 21:40;3544.8190918;12.2270098;3552.9200773;184.9936066
25 03 2018 21:50;3350.7929688;12.5201702;3580.6086956;180.2595978
25 03 2018 22:00;3053.6240234;11.1563301;3324.8892577;185.8697968
25 03 2018 22:10;2626.1311035;10.4243298;3028.9362559;184.3883972
25 03 2018 22:20;3554.5490723;12.9162598;3597.3211704;177.6091003
25 03 2018 22:30;3599.9350586;13.0442696;3600.0000000;181.0675049
25 03 2018 22:40;3603.8068848;13.0759401;3600.0000000;179.6072998
25 03 2018 22:50;3603.9479980;13.2167301;3600.0000000;184.0650940
25 03 2018 23:00;3604.2270508;13.4207296;3600.0000000;180.7223053
25 03 2018 23:10;3604.2561035;13.6948099;3600.0000000;176.8495941
25 03 2018 23:20;3603.6010742;13.2100801;3600.0000000;177.7489929
25 03 2018 23:30;3597.9060059;13.0276203;3600.0000000;181.4969940
25 03 2018 23:40;3501.5659180;11.9818497;3519.0993781;184.7942963
25 03 2018 23:50;3368.3500977;11.7163696;3470.7858073;186.2821960
26 03 2018 00:00;3579.1630859;12.6281605;3587.4664191;185.5245056
26 03 2018 00:10;3603.7939453;13.5057602;3600.0000000;185.6593018
26 03 2018 00:20;3604.0019531;13.8970003;3600.0000000;181.4833984
26 03 2018 00:30;3604.0371094;14.4317503;3600.0000000;180.6002960
26 03 2018 00:40;3604.0310059;14.8849802;3600.0000000;179.7205963
26 03 2018 00:50;3604.1540527;15.7644501;3600.0000000;177.8842926
26 03 2018 01:00;3604.2189941;16.4481602;3600.0000000;178.1717072
26 03 2018 01:10;3604.1369629;16.2006607;3600.0000000;176.7539978
26 03 2018 01:20;3603.9670410;15.5706396;3600.0000000;176.1011963
26 03 2018 01:30;3604.1169434;15.6256504;3600.0000000;175.6165924
26 03 2018 01:40;3603.7690430;15.6584702;3600.0000000;176.8292999
26 03 2018 01:50;3604.0300293;15.7427902;3600.0000000;173.7400970
26 03 2018 02:00;3603.9179688;16.0901203;3600.0000000;174.3070984
26 03 2018 02:10;3604.0148926;14.7274704;3600.0000000;170.1582031
26 03 2018 02:20;3603.8850098;14.7979298;3600.0000000;168.8092041
26 03 2018 02:30;3604.0720215;14.7228003;3600.0000000;166.7225037
26 03 2018 02:40;3604.2028809;14.9520197;3600.0000000;164.9436035
26 03 2018 02:50;3603.9799805;15.5168600;3600.0000000;168.6605988
26 03 2018 03:00;3603.6750488;16.5428104;3600.0000000;174.4972992
26 03 2018 03:10;3603.9060059;16.0602493;3600.0000000;175.0720978
26 03 2018 03:20;3604.1669922;16.4790802;3600.0000000;177.1455994
26 03 2018 03:30;3604.1960449;16.2241192;3600.0000000;179.2964935
26 03 2018 03:40;3604.0258789;15.9175901;3600.0000000;177.5740967
26 03 2018 03:50;3604.1398926;15.6564198;3600.0000000;175.3506012
26 03 2018 04:00;3604.0959473;16.0364094;3600.0000000;176.0048065
26 03 2018 04:10;3603.8181152;16.1412201;3600.0000000;174.7718964
26 03 2018 04:20;3603.7600098;16.0031509;3600.0000000;174.0621033
26 03 2018 04:30;3603.7539063;16.2144909;3600.0000000;172.6262970
26 03 2018 04:40;3603.8920898;16.4692192;3600.0000000;173.6719055
26 03 2018 04:50;3603.7829590;16.2317295;3600.0000000;175.6206970
26 03 2018 05:00;3603.9628906;16.3835106;3600.0000000;178.8704071
26 03 2018 05:10;3604.1298828;16.2232704;3600.0000000;178.3592072
26 03 2018 05:20;3604.1201172;15.8277702;3600.0000000;175.8771057
26 03 2018 05:30;3603.8520508;14.9968300;3600.0000000;171.9073029
26 03 2018 05:40;3603.8310547;15.1365700;3600.0000000;170.9149017
26 03 2018 05:50;3603.8549805;15.2021399;3600.0000000;173.2324982
26 03 2018 06:00;3603.5209961;15.2104702;3600.0000000;173.3704987
26 03 2018 06:10;3603.6840820;14.5823603;3600.0000000;173.7640991
26 03 2018 06:20;3604.0610352;14.9225702;3600.0000000;172.5438995
26 03 2018 06:30;3603.8090820;14.3567801;3600.0000000;172.0162964
26 03 2018 06:40;3603.5148926;14.1470699;3600.0000000;170.4586945
26 03 2018 06:50;3603.8559570;14.7724104;3600.0000000;173.3885040
26 03 2018 07:00;3603.6130371;14.7117395;3600.0000000;173.3358002
26 03 2018 07:10;3603.7839355;14.6632900;3600.0000000;170.0281067
26 03 2018 07:20;3603.8479004;14.6645699;3600.0000000;170.2156982
26 03 2018 07:30;3603.6650391;14.7897501;3600.0000000;172.9033051
26 03 2018 07:40;3603.7290039;14.7313900;3600.0000000;173.9259033
26 03 2018 07:50;3603.5000000;14.9409103;3600.0000000;172.6351013
26 03 2018 08:00;3603.5778809;15.2197704;3600.0000000;171.0075073
26 03 2018 08:10;3600.3110352;15.0729198;3600.0000000;170.7687988
26 03 2018 08:20;3596.5009766;14.4242601;3600.0000000;170.3609009
26 03 2018 08:30;3587.6989746;14.5626097;3600.0000000;169.7554016
26 03 2018 08:40;3507.6540527;13.0503502;3600.0000000;167.0538940
26 03 2018 08:50;3458.6440430;12.5739899;3584.2462565;169.0747070
26 03 2018 09:00;2904.3779297;10.4144201;3023.9948160;169.0545959
26 03 2018 09:10;3446.2229004;12.8491297;3596.1031083;171.5402985
26 03 2018 09:20;3590.1201172;14.3601599;3600.0000000;175.9326935
26 03 2018 09:30;3275.7470703;11.8699903;3500.2702527;175.4998016
26 03 2018 09:40;3498.3759766;12.9717197;3597.8411769;176.6082001
26 03 2018 09:50;3520.4309082;13.3278904;3600.0000000;174.5606995
26 03 2018 10:00;3341.0180664;12.4772797;3577.3940793;174.4019928
26 03 2018 10:10;3278.3811035;11.8849201;3502.9100912;178.9029999
26 03 2018 10:20;2492.4909668;9.7085695;2597.1703324;180.9073029
26 03 2018 10:30;2319.9350586;9.4069510;2408.9301530;183.3395996
26 03 2018 10:40;19.1786709;9.7226667;2607.2501736;188.9022064
26 03 2018 10:50;911.8715820;9.2394915;2299.3825725;190.9010010
26 03 2018 11:00;1464.1669922;7.9666190;1510.9390786;191.8863068
26 03 2018 11:10;2135.0019531;9.2759113;2323.1589875;196.9611053
26 03 2018 11:20;1258.5689697;8.4342909;1787.6318315;208.7832031
26 03 2018 11:30;0.0000000;7.3130560;1163.3827114;214.8851013
26 03 2018 11:40;353.9442139;6.7548890;909.3632144;214.4174042
26 03 2018 11:50;0.0000000;5.8220000;566.5765974;0.0000000
26 03 2018 12:00;60.5811996;4.6590509;256.4457945;0.0000000
26 03 2018 12:10;136.8547974;4.0777779;137.5763008;215.4131012
26 03 2018 12:20;69.8481903;3.5697219;60.1977488;216.5137939
26 03 2018 12:30;7.4324441;4.1746402;156.1241344;217.7337952
26 03 2018 12:40;57.7370186;3.3796959;39.6837862;219.2097931
26 03 2018 12:50;229.1994019;4.7082791;267.4349659;219.3502045
26 03 2018 13:00;304.0396118;5.2190490;391.6920917;217.8300934
26 03 2018 13:10;251.7507935;5.0657802;352.3255508;206.5518951
26 03 2018 13:20;249.2026062;4.8985529;311.4629315;207.9539032
26 03 2018 13:30;260.7844849;5.0332861;344.2191886;185.4571075
26 03 2018 13:40;42.0278702;4.4480910;211.0924169;187.2071991
26 03 2018 13:50;71.6512833;3.9213250;113.3895748;190.0325012
26 03 2018 14:00;273.8635864;4.8410869;297.8981631;199.5128937
26 03 2018 14:10;560.0401001;5.6740570;520.4922665;212.1013031
26 03 2018 14:20;741.2258301;6.3806071;760.0748529;218.7440948
26 03 2018 14:30;547.8015747;5.8820081;585.9016152;213.2010040
26 03 2018 14:40;458.3970032;5.6108642;501.4646118;202.2908020
26 03 2018 14:50;867.6276855;6.6662359;872.5666258;205.0296021
26 03 2018 15:00;888.2503052;6.8614540;954.8206405;203.3312073
26 03 2018 15:10;530.7777100;5.7818828;553.8631136;194.5352936
26 03 2018 15:20;734.7114868;6.4393959;782.4880258;204.0608978
26 03 2018 15:30;555.0546265;5.8037939;560.7866497;201.8645935
26 03 2018 15:40;624.4473267;6.2601829;715.3362313;197.0467987
26 03 2018 15:50;981.6887207;6.8652439;956.4624203;198.6654968
26 03 2018 16:00;1524.5679932;8.2139149;1654.7723393;194.6483002
26 03 2018 16:10;831.2022705;8.0535011;1560.7818783;192.8784943
26 03 2018 16:20;0.0000000;9.1762781;2258.1937563;195.6940002
26 03 2018 16:30;0.0000000;9.8961468;2725.8198354;189.3247070
26 03 2018 16:40;0.0000000;11.2439804;3351.9500516;188.7422028
26 03 2018 16:50;0.0000000;9.7145452;2601.4514327;189.0912933
26 03 2018 17:00;1790.4239502;9.6576796;2560.2126972;186.8320007
26 03 2018 17:10;1826.7419434;8.5770712;1875.7293421;191.2375946
26 03 2018 17:20;2185.3679199;9.6056175;2521.4686508;195.7996979
26 03 2018 17:30;1415.4329834;7.8759260;1459.7653543;186.8159027
26 03 2018 17:40;976.0216064;7.1794658;1098.8674074;186.7088928
26 03 2018 17:50;956.0936890;6.8696370;958.3676892;189.4985046
26 03 2018 18:00;863.7567749;6.7065082;889.1688817;192.9716034
26 03 2018 18:10;933.2985840;7.2510200;1133.1139830;194.0946960
26 03 2018 18:20;1095.4830322;7.6999059;1363.1159741;196.2879944
26 03 2018 18:30;848.3356934;7.0458970;1036.7844298;195.1177979
26 03 2018 18:40;912.9467773;7.3190851;1166.3535995;189.6454010
26 03 2018 18:50;708.3679810;6.6885319;881.7349834;190.0251007
26 03 2018 19:00;731.9982300;6.5042400;807.6504382;193.0662994
26 03 2018 19:10;1007.0859985;6.9461832;991.9452493;205.9889984
26 03 2018 19:20;1516.7540283;8.0294514;1546.9071594;212.7185974
26 03 2018 19:30;1380.0629883;7.9845400;1521.1558332;210.1190948
26 03 2018 19:40;1803.5439453;8.7917004;2010.6723094;211.1157990
26 03 2018 19:50;1811.6250000;8.8037024;2018.2966875;209.3249969
26 03 2018 20:00;2134.9008789;9.2927561;2334.1661567;210.5480957
26 03 2018 20:10;2240.5200195;9.5172443;2453.4934876;208.5856018
26 03 2018 20:20;2558.6430664;10.2179899;2920.3615623;205.5993958
26 03 2018 20:30;2913.5639648;11.2068596;3340.6908795;205.3542023
26 03 2018 20:40;2879.3259277;10.9604702;3258.3060078;207.3775024
26 03 2018 20:50;3052.5349121;11.4068604;3397.9435717;205.6735992
26 03 2018 21:00;3062.0080566;11.5523100;3434.4794733;203.6324005
26 03 2018 21:10;3070.0649414;11.2833796;3363.5807717;203.0285034
26 03 2018 21:20;3097.1398926;11.2814999;3363.0332999;205.0363007
26 03 2018 21:30;3157.2209473;11.5223598;3427.2965718;207.7528992
26 03 2018 21:40;3393.2370605;12.0754204;3533.1939829;206.8717957
26 03 2018 21:50;3447.3020020;12.3189096;3563.0569956;206.9698944
26 03 2018 22:00;3593.8601074;13.6812296;3600.0000000;208.4004059
26 03 2018 22:10;3577.3149414;12.8283997;3595.5958705;206.3374023
26 03 2018 22:20;3602.6721191;13.8859797;3600.0000000;203.2279968
26 03 2018 22:30;3603.5290527;14.5019999;3600.0000000;202.8847046
26 03 2018 22:40;3603.2548828;15.0148697;3600.0000000;202.6828003
26 03 2018 22:50;3602.7451172;15.8607197;3600.0000000;202.9015961
26 03 2018 23:00;3602.9628906;15.5285397;3600.0000000;202.4996033
26 03 2018 23:10;3602.8679199;16.1824493;3600.0000000;203.6318054
26 03 2018 23:20;3601.7700195;16.4751492;3600.0000000;205.2565002
26 03 2018 23:30;3602.8540039;14.8218603;3600.0000000;205.5021057
26 03 2018 23:40;3514.0791016;13.6257296;3600.0000000;208.9515991
26 03 2018 23:50;3553.6010742;15.4431105;3600.0000000;219.3618011
27 03 2018 00:00;3478.5720215;13.4436703;3600.0000000;228.7678986
27 03 2018 00:10;2482.1550293;10.1527205;2883.4614939;236.8464966
27 03 2018 00:20;2824.5371094;10.4204302;3026.9949482;241.3493042
27 03 2018 00:30;3163.5720215;11.2820301;3363.1878114;225.9794006
27 03 2018 00:40;3368.2570801;11.8761301;3501.3606364;220.4683990
27 03 2018 00:50;814.0786133;10.9085999;3239.2078400;227.1773071
27 03 2018 01:00;1183.1400146;9.9613428;2767.8308542;224.7276001
27 03 2018 01:10;3006.2749023;11.3058901;3370.0797147;237.9691010
27 03 2018 01:20;3455.1708984;12.8057604;3594.9708830;233.2789001
27 03 2018 01:30;3594.0109863;14.2843304;3600.0000000;233.0520020
27 03 2018 01:40;3601.4799805;19.7482796;3600.0000000;226.4895935
27 03 2018 01:50;3601.8979492;18.4574604;3600.0000000;223.1927032
27 03 2018 02:00;3603.0410156;15.1332197;3600.0000000;219.7180023
27 03 2018 02:10;3603.0249023;15.0128098;3600.0000000;224.4385986
27 03 2018 02:20;3601.7429199;14.4775801;3600.0000000;227.6947937
27 03 2018 02:30;3591.8439941;13.8074398;3600.0000000;218.4302063
27 03 2018 02:40;3600.5859375;14.0097799;3600.0000000;210.9933929
27 03 2018 02:50;3603.6000977;14.9032202;3600.0000000;207.1687927
27 03 2018 03:00;3585.6770020;13.4849005;3600.0000000;205.8578033
27 03 2018 03:10;3590.9899902;13.7236004;3600.0000000;211.4656067
27 03 2018 03:20;3603.4680176;13.6073103;3600.0000000;211.5644073
27 03 2018 03:30;3603.0471191;15.7212200;3600.0000000;208.8634949
27 03 2018 03:40;3602.9570313;17.1192493;3600.0000000;206.6988068
27 03 2018 03:50;3603.0480957;17.4893303;3600.0000000;208.5164948
27 03 2018 04:00;3603.0100098;17.1772594;3600.0000000;207.3796997
27 03 2018 04:10;3602.7290039;17.2545300;3600.0000000;205.4806061
27 03 2018 04:20;3603.1931152;17.7151699;3600.0000000;204.5399017
27 03 2018 04:30;3603.5910645;18.1597900;3600.0000000;202.6208038
27 03 2018 04:40;3603.6760254;17.4385891;3600.0000000;202.3237000
27 03 2018 04:50;3603.4489746;16.8850193;3600.0000000;203.6347961
27 03 2018 05:00;3603.5209961;17.2472992;3600.0000000;206.0417023
27 03 2018 05:10;3603.7580566;17.0948200;3600.0000000;202.7680054
27 03 2018 05:20;3603.8649902;16.3159008;3600.0000000;203.5444946
27 03 2018 05:30;3603.3479004;15.3856001;3600.0000000;202.2097015
27 03 2018 05:40;3603.5471191;14.5673304;3600.0000000;202.4474030
27 03 2018 05:50;3602.8378906;14.2120895;3600.0000000;204.2277069
27 03 2018 06:00;3602.2351074;13.3595104;3600.0000000;203.8394012
27 03 2018 06:10;3577.2500000;12.9941196;3597.9272020;203.3565063
27 03 2018 06:20;3584.2080078;12.8819304;3596.7791232;199.1555023
27 03 2018 06:30;3595.2580566;12.9438000;3597.6341739;197.1569977
27 03 2018 06:40;3598.0219727;13.0312405;3600.0000000;195.7680054
27 03 2018 06:50;3592.7329102;12.9061298;3597.1787809;196.1954041
27 03 2018 07:00;3473.3400879;11.8424397;3495.2950643;196.7167053
27 03 2018 07:10;3479.7241211;11.9212904;3509.1767195;194.5475006
27 03 2018 07:20;3326.6730957;11.6591396;3458.6971854;193.8475952
27 03 2018 07:30;2810.6169434;10.4875698;3059.8405880;195.6340942
27 03 2018 07:40;3083.6931152;10.9841900;3266.8313824;194.4577026
27 03 2018 07:50;2060.3798828;8.8989820;2079.0835855;197.6271973
27 03 2018 08:00;1942.8690186;8.6105862;1896.6135933;200.5868988
27 03 2018 08:10;2575.8710938;10.2865200;2957.7639132;206.0850067
27 03 2018 08:20;3364.5939941;12.0694904;3532.3447734;204.9660950
27 03 2018 08:30;3272.6450195;11.7854099;3484.5650246;202.1468964
27 03 2018 08:40;2979.0810547;11.1845903;3333.7947896;203.9160004
27 03 2018 08:50;3200.4680176;12.2212601;3552.2406636;206.2917938
27 03 2018 09:00;3193.9689941;11.6621904;3459.3570238;208.6141052
27 03 2018 09:10;2666.2019043;10.4040298;3018.7847036;209.9243927
27 03 2018 09:20;2953.5139160;10.9137897;3241.1470253;207.3424988
27 03 2018 09:30;3318.4289551;12.9417200;3597.6143118;208.4394989
27 03 2018 09:40;2871.3840332;10.8816500;3229.0360474;207.8381958
27 03 2018 09:50;3174.8750000;11.5045500;3422.9423589;215.4315033
27 03 2018 10:00;2841.8659668;10.7598896;3180.9110868;218.5877075
